,Prod1,Prod2
2018-01-02 18:30:00,-524.7,0.0
2018-01-02 18:45:00,-522.5,0.0
2018-01-02 19:00:00,-540.8,0.0
2018-01-02 19:15:00,-495.3,0.0
2018-01-02 19:30:00,-504.4,0.0
2018-01-02 19:45:00,-532.5,0.0
2018-01-02 20:00:00,-544.2,0.0
2018-01-02 20:15:00,-545.1,0.0
2018-01-02 20:30:00,-549.8,0.0
2018-01-02 20:45:00,-547.2,0.0
2018-01-02 21:00:00,-547.1,0.0
2018-01-02 21:15:00,-550.0,0.0
2018-01-02 21:30:00,-549.9,0.0
2018-01-02 21:45:00,-549.9,0.0
2018-01-02 22:00:00,-550.0,0.0
2018-01-02 22:15:00,-550.0,0.0
2018-01-02 22:30:00,-550.0,0.0
2018-01-02 22:45:00,-549.9,0.0
2018-01-02 23:00:00,-550.0,0.0
2018-01-02 23:15:00,-550.0,0.0
2018-01-02 23:30:00,-549.9,0.0
2018-01-02 23:45:00,-549.8,0.0
2018-01-03 00:00:00,-549.8,0.0
2018-01-03 00:15:00,-549.8,0.0
2018-01-03 00:30:00,-549.9,0.0
2018-01-03 00:45:00,-549.9,0.0
2018-01-03 01:00:00,-549.8,0.0
2018-01-03 01:15:00,-549.7,0.0
2018-01-03 01:30:00,-548.0,0.0
2018-01-03 01:45:00,-548.9,0.0
2018-01-03 02:00:00,-549.7,0.0
2018-01-03 02:15:00,-549.8,0.0
2018-01-03 02:30:00,-549.9,0.0
2018-01-03 02:45:00,-549.9,0.0
2018-01-03 03:00:00,-549.9,0.0
2018-01-03 03:15:00,-549.7,0.0
2018-01-03 03:30:00,-549.7,0.0
2018-01-03 03:45:00,-549.7,0.0
2018-01-03 04:00:00,-549.9,0.0
2018-01-03 04:15:00,-549.8,0.0
2018-01-03 04:30:00,-549.9,0.0
2018-01-03 04:45:00,-549.9,0.0
2018-01-03 05:00:00,-549.5,0.0
2018-01-03 05:15:00,-549.6,0.0
2018-01-03 05:30:00,-539.5,0.0
2018-01-03 05:45:00,-548.8,0.0
2018-01-03 06:00:00,-549.8,0.0
2018-01-03 06:15:00,-549.6,0.0
2018-01-03 06:30:00,-549.8,0.0
2018-01-03 06:45:00,-549.9,0.0
2018-01-03 07:00:00,-549.9,0.0
2018-01-03 07:15:00,-549.7,0.0
2018-01-03 07:30:00,-549.7,0.0
2018-01-03 07:45:00,-549.9,0.0
2018-01-03 08:00:00,-549.9,0.0
2018-01-03 08:15:00,-549.7,0.0
2018-01-03 08:30:00,-549.8,0.0
2018-01-03 08:45:00,-549.7,0.0
2018-01-03 09:00:00,-549.6,0.0
2018-01-03 09:15:00,-549.6,-1.44
2018-01-03 09:30:00,-549.8,-4.67
2018-01-03 09:45:00,-549.7,-7.78
2018-01-03 10:00:00,-548.9,-8.0
2018-01-03 10:15:00,-549.7,-10.44
2018-01-03 10:30:00,-549.7,-11.33
2018-01-03 10:45:00,-549.7,-16.67
2018-01-03 11:00:00,-549.8,-17.22
2018-01-03 11:15:00,-549.9,-22.44
2018-01-03 11:30:00,-549.7,-16.67
2018-01-03 11:45:00,-549.9,-26.22
2018-01-03 12:00:00,-549.8,-35.22
2018-01-03 12:15:00,-549.9,-58.11
2018-01-03 12:30:00,-549.8,-56.33
2018-01-03 12:45:00,-549.9,-115.33
2018-01-03 13:00:00,-549.9,-95.89
2018-01-03 13:15:00,-549.9,-46.78
2018-01-03 13:30:00,-549.8,-30.44
2018-01-03 13:45:00,-549.9,-39.44
2018-01-03 14:00:00,-549.9,-34.67
2018-01-03 14:15:00,-549.9,-58.56
2018-01-03 14:30:00,-549.9,-74.67
2018-01-03 14:45:00,-549.9,-64.11
2018-01-03 15:00:00,-549.8,-10.67
2018-01-03 15:15:00,-550.0,-0.89
2018-01-03 15:30:00,-549.9,-5.33
2018-01-03 15:45:00,-550.0,-4.67
2018-01-03 16:00:00,-550.0,-6.67
2018-01-03 16:15:00,-549.9,-4.44
2018-01-03 16:30:00,-550.0,-2.89
2018-01-03 16:45:00,-549.9,-0.56
2018-01-03 17:00:00,-549.8,0.0
2018-01-03 17:15:00,-549.9,0.0
2018-01-03 17:30:00,-550.0,0.0
2018-01-03 17:45:00,-550.0,0.0
2018-01-03 18:00:00,-549.9,0.0
2018-01-03 18:15:00,-550.0,0.0
2018-01-03 18:30:00,-549.8,0.0
2018-01-03 18:45:00,-550.0,0.0
2018-01-03 19:00:00,-550.0,0.0
2018-01-03 19:15:00,-550.0,0.0
2018-01-03 19:30:00,-549.9,0.0
2018-01-03 19:45:00,-550.0,0.0
2018-01-03 20:00:00,-546.8,0.0
2018-01-03 20:15:00,-547.6,0.0
2018-01-03 20:30:00,-549.7,0.0
2018-01-03 20:45:00,-549.8,0.0
2018-01-03 21:00:00,-550.0,0.0
2018-01-03 21:15:00,-550.0,0.0
2018-01-03 21:30:00,-547.2,0.0
2018-01-03 21:45:00,-548.3,0.0
2018-01-03 22:00:00,-536.5,0.0
2018-01-03 22:15:00,-528.1,0.0
2018-01-03 22:30:00,-531.9,0.0
2018-01-03 22:45:00,-513.6,0.0
2018-01-03 23:00:00,-485.5,0.0
2018-01-03 23:15:00,-464.2,0.0
2018-01-03 23:30:00,-303.4,0.0
2018-01-03 23:45:00,-368.0,0.0
2018-01-04 00:00:00,-486.4,0.0
2018-01-04 00:15:00,-506.6,0.0
2018-01-04 00:30:00,-539.2,0.0
2018-01-04 00:45:00,-476.4,0.0
2018-01-04 01:00:00,-454.4,0.0
2018-01-04 01:15:00,-444.8,0.0
2018-01-04 01:30:00,-245.9,0.0
2018-01-04 01:45:00,-181.7,0.0
2018-01-04 02:00:00,-249.1,0.0
2018-01-04 02:15:00,-298.4,0.0
2018-01-04 02:30:00,-308.1,0.0
2018-01-04 02:45:00,-330.2,0.0
2018-01-04 03:00:00,-274.1,0.0
2018-01-04 03:15:00,-250.7,0.0
2018-01-04 03:30:00,-224.4,0.0
2018-01-04 03:45:00,-313.0,0.0
2018-01-04 04:00:00,-315.9,0.0
2018-01-04 04:15:00,-284.6,0.0
2018-01-04 04:30:00,-208.1,0.0
2018-01-04 04:45:00,-240.6,0.0
2018-01-04 05:00:00,-221.5,0.0
2018-01-04 05:15:00,-207.7,0.0
2018-01-04 05:30:00,-308.6,0.0
2018-01-04 05:45:00,-323.1,0.0
2018-01-04 06:00:00,-269.7,0.0
2018-01-04 06:15:00,-194.7,0.0
2018-01-04 06:30:00,-261.6,0.0
2018-01-04 06:45:00,-275.3,0.0
2018-01-04 07:00:00,-293.4,0.0
2018-01-04 07:15:00,-310.1,0.0
2018-01-04 07:30:00,-324.8,0.0
2018-01-04 07:45:00,-340.2,0.0
2018-01-04 08:00:00,-254.7,0.0
2018-01-04 08:15:00,-241.2,0.0
2018-01-04 08:30:00,-341.3,0.0
2018-01-04 08:45:00,-349.8,0.0
2018-01-04 09:00:00,-410.2,0.0
2018-01-04 09:15:00,-449.4,-0.78
2018-01-04 09:30:00,-511.8,-2.78
2018-01-04 09:45:00,-549.3,-5.56
2018-01-04 10:00:00,-550.0,-8.44
2018-01-04 10:15:00,-550.0,-10.44
2018-01-04 10:30:00,-549.9,-11.33
2018-01-04 10:45:00,-549.9,-14.44
2018-01-04 11:00:00,-550.0,-15.11
2018-01-04 11:15:00,-549.9,-17.78
2018-01-04 11:30:00,-549.9,-21.44
2018-01-04 11:45:00,-549.0,-21.56
2018-01-04 12:00:00,-549.9,-18.89
2018-01-04 12:15:00,-549.9,-28.11
2018-01-04 12:30:00,-549.9,-24.89
2018-01-04 12:45:00,-549.7,-16.22
2018-01-04 13:00:00,-549.8,-13.33
2018-01-04 13:15:00,-549.8,-8.33
2018-01-04 13:30:00,-549.7,-6.44
2018-01-04 13:45:00,-549.7,-4.89
2018-01-04 14:00:00,-549.9,-4.33
2018-01-04 14:15:00,-549.8,-4.11
2018-01-04 14:30:00,-549.8,-3.56
2018-01-04 14:45:00,-549.8,-4.33
2018-01-04 15:00:00,-549.8,-4.44
2018-01-04 15:15:00,-549.8,-3.22
2018-01-04 15:30:00,-549.9,-3.11
2018-01-04 15:45:00,-549.8,-1.56
2018-01-04 16:00:00,-549.4,-0.67
2018-01-04 16:15:00,-549.7,-0.22
2018-01-04 16:30:00,-549.9,0.0
2018-01-04 16:45:00,-549.8,0.0
2018-01-04 17:00:00,-549.1,0.0
2018-01-04 17:15:00,-549.2,0.0
2018-01-04 17:30:00,-549.7,0.0
2018-01-04 17:45:00,-549.9,0.0
2018-01-04 18:00:00,-550.0,0.0
2018-01-04 18:15:00,-550.0,0.0
2018-01-04 18:30:00,-549.9,0.0
2018-01-04 18:45:00,-549.9,0.0
2018-01-04 19:00:00,-550.0,0.0
2018-01-04 19:15:00,-550.0,0.0
2018-01-04 19:30:00,-549.3,0.0
2018-01-04 19:45:00,-549.5,0.0
2018-01-04 20:00:00,-546.3,0.0
2018-01-04 20:15:00,-526.8,0.0
2018-01-04 20:30:00,-537.9,0.0
2018-01-04 20:45:00,-507.3,0.0
2018-01-04 21:00:00,-441.7,0.0
2018-01-04 21:15:00,-501.3,0.0
2018-01-04 21:30:00,-525.8,0.0
2018-01-04 21:45:00,-451.9,0.0
2018-01-04 22:00:00,-438.8,0.0
2018-01-04 22:15:00,-415.7,0.0
2018-01-04 22:30:00,-458.2,0.0
2018-01-04 22:45:00,-476.5,0.0
2018-01-04 23:00:00,-533.1,0.0
2018-01-04 23:15:00,-548.4,0.0
2018-01-04 23:30:00,-533.4,0.0
2018-01-04 23:45:00,-319.9,0.0
2018-01-05 00:00:00,-410.4,0.0
2018-01-05 00:15:00,-545.2,0.0
2018-01-05 00:30:00,-547.4,0.0
2018-01-05 00:45:00,-543.8,0.0
2018-01-05 01:00:00,-518.5,0.0
2018-01-05 01:15:00,-523.8,0.0
2018-01-05 01:30:00,-549.7,0.0
2018-01-05 01:45:00,-548.7,0.0
2018-01-05 02:00:00,-548.3,0.0
2018-01-05 02:15:00,-549.2,0.0
2018-01-05 02:30:00,-549.4,0.0
2018-01-05 02:45:00,-550.0,0.0
2018-01-05 03:00:00,-544.0,0.0
2018-01-05 03:15:00,-524.0,0.0
2018-01-05 03:30:00,-490.9,0.0
2018-01-05 03:45:00,-446.6,0.0
2018-01-05 04:00:00,-397.4,0.0
2018-01-05 04:15:00,-399.3,0.0
2018-01-05 04:30:00,-354.2,0.0
2018-01-05 04:45:00,-321.4,0.0
2018-01-05 05:00:00,-451.2,0.0
2018-01-05 05:15:00,-485.1,0.0
2018-01-05 05:30:00,-461.8,0.0
2018-01-05 05:45:00,-460.7,0.0
2018-01-05 06:00:00,-448.9,0.0
2018-01-05 06:15:00,-322.8,0.0
2018-01-05 06:30:00,-363.4,0.0
2018-01-05 06:45:00,-388.0,0.0
2018-01-05 07:00:00,-363.7,0.0
2018-01-05 07:15:00,-255.8,0.0
2018-01-05 07:30:00,-267.5,0.0
2018-01-05 07:45:00,-206.8,0.0
2018-01-05 08:00:00,-196.5,0.0
2018-01-05 08:15:00,-253.7,0.0
2018-01-05 08:30:00,-231.7,0.0
2018-01-05 08:45:00,-304.4,0.0
2018-01-05 09:00:00,-364.7,0.0
2018-01-05 09:15:00,-433.4,0.0
2018-01-05 09:30:00,-484.7,0.0
2018-01-05 09:45:00,-466.8,-0.67
2018-01-05 10:00:00,-346.1,-3.22
2018-01-05 10:15:00,-251.3,-6.33
2018-01-05 10:30:00,-349.6,-3.78
2018-01-05 10:45:00,-385.7,-2.78
2018-01-05 11:00:00,-460.5,-4.22
2018-01-05 11:15:00,-472.1,-5.0
2018-01-05 11:30:00,-440.6,-3.56
2018-01-05 11:45:00,-449.5,-2.67
2018-01-05 12:00:00,-480.3,-2.11
2018-01-05 12:15:00,-316.6,-2.89
2018-01-05 12:30:00,0.0,-2.33
2018-01-05 12:45:00,0.0,-3.22
2018-01-05 13:00:00,0.0,-3.11
2018-01-05 13:15:00,0.0,-2.78
2018-01-05 13:30:00,0.0,-3.33
2018-01-05 13:45:00,0.0,-2.67
2018-01-05 14:00:00,0.0,-2.44
2018-01-05 14:15:00,0.0,-2.44
2018-01-05 14:30:00,0.0,-1.89
2018-01-05 14:45:00,0.0,-1.44
2018-01-05 15:00:00,0.0,-0.78
2018-01-05 15:15:00,0.0,-0.44
2018-01-05 15:30:00,0.0,-1.0
2018-01-05 15:45:00,0.0,-0.44
2018-01-05 16:00:00,0.0,-0.33
2018-01-05 16:15:00,0.0,0.0
2018-01-05 16:30:00,0.0,0.0
2018-01-05 16:45:00,0.0,0.0
2018-01-05 17:00:00,0.0,0.0
2018-01-05 17:15:00,0.0,0.0
2018-01-05 17:30:00,0.0,0.0
2018-01-05 17:45:00,0.0,0.0
2018-01-05 18:00:00,0.0,0.0
2018-01-05 18:15:00,0.0,0.0
2018-01-05 18:30:00,0.0,0.0
2018-01-05 18:45:00,0.0,0.0
2018-01-05 19:00:00,0.0,0.0
2018-01-05 19:15:00,0.0,0.0
2018-01-05 19:30:00,0.0,0.0
2018-01-05 19:45:00,0.0,0.0
2018-01-05 20:00:00,0.0,0.0
2018-01-05 20:15:00,0.0,0.0
2018-01-05 20:30:00,0.0,0.0
2018-01-05 20:45:00,0.0,0.0
2018-01-05 21:00:00,0.0,0.0
2018-01-05 21:15:00,0.0,0.0
2018-01-05 21:30:00,0.0,0.0
2018-01-05 21:45:00,0.0,0.0
2018-01-05 22:00:00,0.0,0.0
2018-01-05 22:15:00,0.0,0.0
2018-01-05 22:30:00,0.0,0.0
2018-01-05 22:45:00,0.0,0.0
2018-01-05 23:00:00,0.0,0.0
2018-01-05 23:15:00,0.0,0.0
2018-01-05 23:30:00,0.0,0.0
2018-01-05 23:45:00,0.0,0.0
2018-01-06 00:00:00,0.0,0.0
2018-01-06 00:15:00,0.0,0.0
2018-01-06 00:30:00,0.0,0.0
2018-01-06 00:45:00,0.0,0.0
2018-01-06 01:00:00,0.0,0.0
2018-01-06 01:15:00,0.0,0.0
2018-01-06 01:30:00,0.0,0.0
2018-01-06 01:45:00,0.0,0.0
2018-01-06 02:00:00,0.0,0.0
2018-01-06 02:15:00,0.0,0.0
2018-01-06 02:30:00,0.0,0.0
2018-01-06 02:45:00,0.0,0.0
2018-01-06 03:00:00,0.0,0.0
2018-01-06 03:15:00,0.0,0.0
2018-01-06 03:30:00,0.0,0.0
2018-01-06 03:45:00,0.0,0.0
2018-01-06 04:00:00,0.0,0.0
2018-01-06 04:15:00,0.0,0.0
2018-01-06 04:30:00,0.0,0.0
2018-01-06 04:45:00,0.0,0.0
2018-01-06 05:00:00,0.0,0.0
2018-01-06 05:15:00,0.0,0.0
2018-01-06 05:30:00,0.0,0.0
2018-01-06 05:45:00,0.0,0.0
2018-01-06 06:00:00,0.0,0.0
2018-01-06 06:15:00,0.0,0.0
2018-01-06 06:30:00,0.0,0.0
2018-01-06 06:45:00,0.0,0.0
2018-01-06 07:00:00,0.0,0.0
2018-01-06 07:15:00,0.0,0.0
2018-01-06 07:30:00,0.0,0.0
2018-01-06 07:45:00,0.0,0.0
2018-01-06 08:00:00,0.0,0.0
2018-01-06 08:15:00,0.0,0.0
2018-01-06 08:30:00,0.0,0.0
2018-01-06 08:45:00,0.0,0.0
2018-01-06 09:00:00,0.0,0.0
2018-01-06 09:15:00,0.0,0.0
2018-01-06 09:30:00,0.0,0.0
2018-01-06 09:45:00,0.0,-0.11
2018-01-06 10:00:00,0.0,-0.67
2018-01-06 10:15:00,0.0,-0.78
2018-01-06 10:30:00,0.0,-1.11
2018-01-06 10:45:00,0.0,-0.78
2018-01-06 11:00:00,0.0,-0.89
2018-01-06 11:15:00,0.0,-0.33
2018-01-06 11:30:00,0.0,-1.11
2018-01-06 11:45:00,0.0,-2.0
2018-01-06 12:00:00,0.0,-3.56
2018-01-06 12:15:00,0.0,-4.33
2018-01-06 12:30:00,0.0,-5.11
2018-01-06 12:45:00,0.0,-4.67
2018-01-06 13:00:00,0.0,-4.44
2018-01-06 13:15:00,0.0,-4.11
2018-01-06 13:30:00,0.0,-4.22
2018-01-06 13:45:00,0.0,-3.67
2018-01-06 14:00:00,0.0,-3.78
2018-01-06 14:15:00,0.0,-4.33
2018-01-06 14:30:00,0.0,-4.11
2018-01-06 14:45:00,0.0,-5.44
2018-01-06 15:00:00,0.0,-3.22
2018-01-06 15:15:00,0.0,-4.11
2018-01-06 15:30:00,0.0,-2.56
2018-01-06 15:45:00,0.0,-1.67
2018-01-06 16:00:00,0.0,-1.0
2018-01-06 16:15:00,0.0,-0.44
2018-01-06 16:30:00,0.0,-0.11
2018-01-06 16:45:00,0.0,0.0
2018-01-06 17:00:00,0.0,0.0
2018-01-06 17:15:00,0.0,0.0
2018-01-06 17:30:00,0.0,0.0
2018-01-06 17:45:00,0.0,0.0
2018-01-06 18:00:00,0.0,0.0
2018-01-06 18:15:00,0.0,0.0
2018-01-06 18:30:00,0.0,0.0
2018-01-06 18:45:00,0.0,0.0
2018-01-06 19:00:00,0.0,0.0
2018-01-06 19:15:00,0.0,0.0
2018-01-06 19:30:00,0.0,0.0
2018-01-06 19:45:00,0.0,0.0
2018-01-06 20:00:00,0.0,0.0
2018-01-06 20:15:00,0.0,0.0
2018-01-06 20:30:00,0.0,0.0
2018-01-06 20:45:00,0.0,0.0
2018-01-06 21:00:00,0.0,0.0
2018-01-06 21:15:00,0.0,0.0
2018-01-06 21:30:00,0.0,0.0
2018-01-06 21:45:00,0.0,0.0
2018-01-06 22:00:00,0.0,0.0
2018-01-06 22:15:00,0.0,0.0
2018-01-06 22:30:00,0.0,0.0
2018-01-06 22:45:00,0.0,0.0
2018-01-06 23:00:00,0.0,0.0
2018-01-06 23:15:00,0.0,0.0
2018-01-06 23:30:00,0.0,0.0
2018-01-06 23:45:00,0.0,0.0
2018-01-07 00:00:00,0.0,0.0
2018-01-07 00:15:00,0.0,0.0
2018-01-07 00:30:00,0.0,0.0
2018-01-07 00:45:00,0.0,0.0
2018-01-07 01:00:00,0.0,0.0
2018-01-07 01:15:00,0.0,0.0
2018-01-07 01:30:00,0.0,0.0
2018-01-07 01:45:00,0.0,0.0
2018-01-07 02:00:00,0.0,0.0
2018-01-07 02:15:00,0.0,0.0
2018-01-07 02:30:00,0.0,0.0
2018-01-07 02:45:00,0.0,0.0
2018-01-07 03:00:00,0.0,0.0
2018-01-07 03:15:00,0.0,0.0
2018-01-07 03:30:00,0.0,0.0
2018-01-07 03:45:00,0.0,0.0
2018-01-07 04:00:00,0.0,0.0
2018-01-07 04:15:00,0.0,0.0
2018-01-07 04:30:00,0.0,0.0
2018-01-07 04:45:00,0.0,0.0
2018-01-07 05:00:00,0.0,0.0
2018-01-07 05:15:00,0.0,0.0
2018-01-07 05:30:00,0.0,0.0
2018-01-07 05:45:00,0.0,0.0
2018-01-07 06:00:00,0.0,0.0
2018-01-07 06:15:00,0.0,0.0
2018-01-07 06:30:00,0.0,0.0
2018-01-07 06:45:00,0.0,0.0
2018-01-07 07:00:00,0.0,0.0
2018-01-07 07:15:00,0.0,0.0
2018-01-07 07:30:00,0.0,0.0
2018-01-07 07:45:00,0.0,0.0
2018-01-07 08:00:00,0.0,0.0
2018-01-07 08:15:00,0.0,0.0
2018-01-07 08:30:00,0.0,0.0
2018-01-07 08:45:00,0.0,0.0
2018-01-07 09:00:00,0.0,0.0
2018-01-07 09:15:00,0.0,-0.33
2018-01-07 09:30:00,0.0,-0.78
2018-01-07 09:45:00,0.0,-1.22
2018-01-07 10:00:00,0.0,-2.22
2018-01-07 10:15:00,0.0,-3.11
2018-01-07 10:30:00,0.0,-10.56
2018-01-07 10:45:00,0.0,-13.33
2018-01-07 11:00:00,0.0,-7.22
2018-01-07 11:15:00,0.0,-6.78
2018-01-07 11:30:00,0.0,-5.78
2018-01-07 11:45:00,0.0,-10.11
2018-01-07 12:00:00,0.0,-8.44
2018-01-07 12:15:00,0.0,-6.89
2018-01-07 12:30:00,0.0,-8.44
2018-01-07 12:45:00,0.0,-7.89
2018-01-07 13:00:00,0.0,-8.67
2018-01-07 13:15:00,0.0,-12.0
2018-01-07 13:30:00,0.0,-14.33
2018-01-07 13:45:00,0.0,-9.89
2018-01-07 14:00:00,0.0,-15.11
2018-01-07 14:15:00,0.0,-14.33
2018-01-07 14:30:00,0.0,-8.11
2018-01-07 14:45:00,0.0,-6.0
